,end_station_name,end_lat,end_lng
863941,West Drive & Prospect Park West,40.661,-73.979
2465353,West End Ave & W 107 St,40.802,-73.968
9409526,West End Ave & W 60 St,40.772,-73.99
6887719,West End Ave & W 78 St,40.784,-73.982
10370562,West End Ave & W 94 St,40.794,-73.974
87644,West Farms Rd & Boone Ave,40.83,-73.886
5819109,West St & Chambers St,40.718,-74.013
9553795,West St & Liberty St,40.711,-74.015
6531609,West Thames St,40.708,-74.017
11686104,Westchester Ave & E 156 St,40.818,-73.905
7520457,Westchester Ave & Jackson Ave,40.816,-73.908
6826922,Westchester Ave & Longwood Ave,40.82,-73.901
1080634,Westchester Ave & Southern Blvd,40.825,-73.892
12255178,White St & Johnson Ave,40.707,-73.936
5951614,White St & Moore St,40.705,-73.935
8500397,Whitehall St & Bridge St,40.704,-74.013
6270376,Wilkins Ave & Crotona Park E,40.835,-73.895
12476412,William St & Pine St,40.707,-74.009
4839781,Willis Ave & Bruckner Blvd,40.806,-73.925
10693641,Willis Ave & E 137 St,40.808,-73.924
4761523,Willis Ave & E 141 St,40.811,-73.922
5758721,Willis Ave & E 143 St,40.812,-73.92
180660,Willoughby Ave & Hall St,40.692,-73.965
9439008,Willoughby Ave & Myrtle Ave,40.698,-73.931
1108336,Willoughby Ave & Onderdonk Ave,40.71,-73.917
6199669,Willoughby Ave & Tompkins Ave,40.694,-73.946
8225132,Willoughby Ave & Walworth St,40.693,-73.954
1124553,Willoughby Ave & Wyckoff Ave,40.706,-73.922
6488646,Willoughby St & Ashland Pl,40.692,-73.979
12033135,Willoughby St & Fleet St,40.692,-73.981
2908083,Willow Ave & E 133 St,40.801,-73.914
11947990,Wilson Ave & Moffat St,40.689,-73.905
4976213,Wilson Ave & Troutman St,40.702,-73.928
2734855,Windsor Pl & 8 Ave,40.661,-73.983
12071613,Windsor Pl & Howard Pl,40.659,-73.98
1418976,Withers St & Kingsland Ave,40.718,-73.941
9029890,Wolcott St & Dwight St,40.675,-74.01
264493,Woodward Ave & Harman St,40.708,-73.911
8855750,Wyckoff Av & Jefferson St,40.707,-73.924
5626318,Wyckoff Av & Stanhope St,40.704,-73.918
3123533,Wyckoff Ave & Gates Ave,40.7,-73.912
86576,Wyckoff St & Nevins St,40.683,-73.984
8211025,Wythe Ave & Metropolitan Ave,40.717,-73.963
9983537,Yankee Ferry Terminal,40.687,-74.017
